[2.6, 88.0] [Crystal Deposit 25]
[85.6, 74.2] [Underwater Metal Deposit 25]
[95.3, 73.8] [Oil Rock 25]
[93.8, 74.0] [Silica Deposit 25]
[65.0, 74.3] [Salt Deposit 5]
[65.2, 74.3] [Rare Flowers 5]
[86.3, 74.3] [Oil Rock 25]
[98.4, 74.3] [Oil Rock 25]
[66.0, 74.4] [Rare Flowers 5]
[78.0, 74.4] [Rare Flowers 5]
[16.9, 74.5] [Rockarrot 1]
[17.0, 74.7] [Savoroot 1]
[20.7, 74.6] [Rockarrot 1]
[21.4, 75.1] [Rare Flowers 5]
[23.4, 75.0] [Metal Deposit 25]
[42.8, 74.9] [Metal Deposit 25]
[44.7, 74.6] [Metal Deposit 25]
[59.3, 74.6] [Salt Deposit 5]
[67.6, 74.7] [Salt Deposit 5]
[76.6, 74.8] [Salt Deposit 5]
[76.8, 74.8] [Rich Metal Deposit 100]
[93.9, 74.8] [Oil Rock 25]
[94.6, 74.9] [Oil Rock 25]
[23.6, 75.0] [Rare Flowers 5]
[62.6, 75.0] [Rich Metal Deposit 100]
[21.7, 75.1] [Savoroot 1]
[36.7, 75.1] [Metal Deposit 25]
[82.1, 75.1] [Salt Deposit 5]
[20.8, 75.2] [Obsidian Deposit 25]
[22.0, 75.2] [Metal Deposit 25]
[24.1, 75.2] [Obsidian Deposit 25]
[43.8, 75.2] [Obsidian Deposit 25]
[93.1, 75.2] [Silica Deposit 25]
[20.2, 75.4] [Rich Metal Deposit 100]
[20.4, 76.7] [Rich Metal Deposit 100]
[22.2, 75.4] [Rich Metal Deposit 100]
[31.2, 75.5] [Metal Deposit 25]
[43.8, 75.4] [Metal Deposit 25]
[32.8, 75.5] [Metal Deposit 25]
[22.2, 75.6] [Obsidian Deposit 25]
[22.3, 75.6] [Rockarrot 1]
[40.9, 75.7] [Metal Deposit 25]
[94.0, 75.7] [Silica Deposit 25]
[64.2, 75.9] [Rich Metal Deposit 100]
[70.7, 76.1] [Metal Deposit 25]
[95.2, 75.9] [Oil Rock 25]
[94.5, 76.1] [Oil Rock 25]
[24.0, 76.3] [Rockarrot 1]
[21.0, 76.4] [Metal Deposit 25]
[21.2, 76.7] [Rockarrot 1]
[23.3, 76.6] [Rare Flowers 5]
[37.3, 76.7] [Metal Deposit 25]
[43.0, 76.4] [Obsidian Deposit 25]
[56.8, 76.6] [Salt Deposit 5]
[85.8, 76.5] [Metal Deposit 25]
[93.4, 76.4] [Oil Rock 25]
[93.7, 76.4] [Oil Rock 25]
[80.8, 76.6] [Rare Flowers 5]
[23.4, 76.8] [Metal Deposit 25]
[32.3, 76.8] [Metal Deposit 25]
[21.5, 77.0] [Rare Flowers 5]
[67.5, 77.0] [Rich Metal Deposit 100]
[14.8, 77.1] [Metal Deposit 25]
[15.8, 80.0] [Rich Metal Deposit 100]
[21.2, 77.1] [Obsidian Deposit 25]
[16.0, 77.2] [Metal Deposit 25]
[16.1, 79.9] [Metal Deposit 25]
[16.8, 79.9] [Rich Metal Deposit 100]
[17.3, 77.2] [Water Vein 1]
[19.1, 78.6] [Obsidian Deposit 25]
[19.9, 78.1] [Crystal Deposit 25]
[20.4, 77.6] [Savoroot 1]
[21.7, 77.2] [Savoroot 1]
[22.7, 77.2] [Rich Metal Deposit 100]
[67.0, 77.3] [Obsidian Deposit 25]
[21.4, 77.4] [Metal Deposit 25]
[21.9, 77.6] [Crystal Deposit 25]
[23.4, 77.4] [Rare Flowers 5]
[20.2, 77.7] [Rich Metal Deposit 100]
[20.4, 77.9] [Rockarrot 1]
[25.0, 78.1] [Metal Deposit 25]
[35.4, 78.0] [Metal Deposit 25]
[38.0, 78.0] [Metal Deposit 25]
[41.9, 78.0] [Metal Deposit 25]
[47.5, 78.1] [Obsidian Deposit 25, Metal Deposit 25]
[78.1, 78.1] [Crystal Deposit 25]
[23.2, 78.3] [Rare Flowers 5]
[19.2, 78.5] [Metal Deposit 25]
[24.8, 78.6] [Rockarrot 1]
[39.8, 78.5] [Metal Deposit 25]
[43.1, 78.5] [Obsidian Deposit 25]
[67.4, 78.5] [Cactus 5]
[69.7, 78.5] [Rich Metal Deposit 100]
[75.1, 78.7] [Salt Deposit 5, Rare Flowers 5]
[55.2, 78.9] [Salt Deposit 5]
[18.1, 79.0] [Metal Deposit 25]
[18.1, 79.2] [Rockarrot 1]
[69.5, 79.0] [Cactus 5]
[19.9, 79.1] [Rockarrot 1]
[22.3, 79.4] [Rich Metal Deposit 100]
[23.0, 79.4] [Rich Metal Deposit 100]
[16.9, 79.5] [Savoroot 1]
[16.9, 80.2] [Rockarrot 1]
[19.1, 81.3] [Rich Metal Deposit 100]
[20.6, 80.1] [Rockarrot 1]
[31.3, 79.8] [Metal Deposit 25]
[44.4, 79.5] [Metal Deposit 25]
[44.1, 79.6] [Obsidian Deposit 25]
[47.6, 79.7] [Obsidian Deposit 25]
[74.2, 79.6] [Rare Flowers 5]
[76.4, 79.6] [Salt Deposit 5]
[47.6, 79.8] [Metal Deposit 25]
[49.4, 79.8] [Rich Metal Deposit 100]
[57.4, 79.9] [Salt Deposit 5]
[72.1, 79.8] [Rich Metal Deposit 100]
[55.7, 80.0] [Salt Deposit 5]
[21.6, 80.1] [Savoroot 1]
[23.4, 80.2] [Rockarrot 1]
[33.8, 80.2] [Metal Deposit 25]
[56.7, 80.4] [Salt Deposit 5]
[82.0, 80.2] [Oil Vein 50]
[82.1, 80.3] [Oil Vein 50]
[64.1, 80.4] [Rare Flowers 5]
[73.8, 80.4] [Salt Deposit 5]
[19.7, 80.5] [Rare Flowers 5]
[19.8, 80.5] [Savoroot 1, Rockarrot 1]
[35.5, 80.7] [Metal Deposit 25]
[48.9, 80.5] [Metal Deposit 25]
[49.0, 80.5] [Rich Metal Deposit 100]
[73.8, 80.5] [Rich Metal Deposit 100]
[82.0, 80.5] [Oil Vein 50]
[82.2, 80.5] [Oil Vein 50]
[73.8, 80.6] [Obsidian Deposit 25]
[58.6, 81.0] [Salt Deposit 5]
[67.7, 81.1] [Oil Vein 50]
[67.8, 81.1] [Oil Vein 50]
[76.7, 81.2] [Crystal Deposit 25]
[20.3, 81.3] [Savoroot 1]
[56.0, 81.3] [Salt Deposit 5]
[18.6, 81.5] [Savoroot 1]
[19.4, 82.4] [Water Vein 1]
[20.4, 82.4] [Metal Deposit 25]
[20.9, 81.5] [Metal Deposit 25]
[21.4, 81.5] [Savoroot 1]
[53.5, 81.5] [Salt Deposit 5]
[65.5, 81.9] [Salt Deposit 5]
[74.9, 81.9] [Salt Deposit 5]
[20.5, 82.0] [Rare Flowers 5]
[21.8, 82.4] [Rare Flowers 5]
[36.2, 82.0] [Metal Deposit 25]
[68.5, 82.3] [Salt Deposit 5]
[69.4, 82.4] [Rare Flowers 5]
[63.9, 82.5] [Salt Deposit 5]
[24.8, 82.7] [Rockarrot 1]
[59.4, 82.7] [Salt Deposit 5]
[19.9, 82.8] [Savoroot 1]
[33.2, 83.1] [Metal Deposit 25]
[54.3, 82.8] [Salt Deposit 5]
[74.6, 82.8] [Rare Flowers 5]
[69.9, 83.1] [Rich Metal Deposit 100]
[36.8, 83.2] [Obsidian Deposit 25]
[16.4, 83.3] [Metal Deposit 25]
[17.9, 84.8] [Savoroot 1]
[19.0, 84.1] [Metal Deposit 25]
[20.9, 83.4] [Rockarrot 1]
[24.1, 83.3] [Rich Metal Deposit 100]
[28.4, 83.4] [Silica Deposit 25]
[24.6, 83.5] [Savoroot 1]
[24.6, 83.8] [Rockarrot 1]
[63.1, 83.5] [Rich Metal Deposit 100]
[38.0, 83.7] [Metal Deposit 25]
[73.3, 83.9] [Metal Deposit 25]
[76.4, 83.8] [Obsidian Deposit 25]
[73.7, 83.9] [Rich Metal Deposit 100]
[22.0, 84.0] [Savoroot 1]
[23.6, 84.0] [Rockarrot 1]
[70.2, 84.0] [Rare Flowers 5]
[55.7, 84.1] [Rich Metal Deposit 100]
[74.1, 84.3] [Salt Deposit 5]
[19.9, 84.4] [Rockarrot 1]
[22.1, 84.5] [Rockarrot 1]
[36.3, 84.5] [Metal Deposit 25]
[74.7, 84.4] [Rare Flowers 5]
[23.5, 84.6] [Metal Deposit 25]
[27.2, 84.7] [Silica Deposit 25]
[18.2, 84.8] [Rockarrot 1]
[20.1, 84.8] [Savoroot 1]
[36.3, 84.8] [Obsidian Deposit 25]
[12.2, 84.9] [Oil Rock 25]
[15.4, 86.2] [Oil Rock 25]
[22.5, 84.9] [Rich Metal Deposit 100]
[17.8, 85.0] [Metal Deposit 25]
[20.8, 85.3] [Rich Metal Deposit 100, Metal Deposit 25]
[22.3, 85.6] [Rockarrot 1]
[24.4, 85.3] [Savoroot 1]
[28.0, 85.1] [Oil Rock 25]
[34.8, 85.0] [Metal Deposit 25]
[62.8, 85.0] [Metal Deposit 25]
[63.6, 85.0] [Metal Deposit 25]
[64.0, 85.1] [Rich Metal Deposit 100]
[67.3, 85.0] [Cactus 5]
[67.4, 85.0] [Salt Deposit 5]
[74.8, 85.2] [Metal Deposit 25]
[24.5, 85.4] [Rich Metal Deposit 100]
[68.0, 85.5] [Rich Metal Deposit 100]
[22.8, 85.6] [Savoroot 1]
[67.8, 85.6] [Metal Deposit 25]
[21.7, 85.8] [Obsidian Deposit 25]
[23.0, 85.8] [Rich Metal Deposit 100]
[35.0, 85.8] [Obsidian Deposit 25]
[66.5, 85.8] [Cactus 5]
[29.9, 86.0] [Oil Rock 25]
[31.9, 86.0] [Oil Rock 25]
[4.0, 86.3] [Crystal Deposit 25]
[4.6, 89.0] [Crystal Deposit 25]
[8.4, 87.7] [Crystal Deposit 25]
[32.9, 86.5] [Oil Rock 25]
[74.7, 86.3] [Salt Deposit 5]
[95.7, 86.3] [Underwater Metal Deposit 25]
[65.4, 86.4] [Rare Flowers 5]
[73.0, 86.5] [Salt Deposit 5]
[12.9, 86.6] [Oil Rock 25]
[14.2, 86.6] [Oil Rock 25]
[15.6, 86.8] [Underwater Metal Deposit 25]
[31.4, 87.4] [Oil Rock 25]
[59.2, 87.0] [Rare Flowers 5]
[70.4, 86.8] [Cactus 5]
[97.0, 86.7] [Underwater Metal Deposit 25]
[70.2, 86.9] [Salt Deposit 5]
[34.5, 87.3] [Oil Rock 25]
[66.7, 87.6] [Cactus 5]
[30.0, 87.7] [Oil Rock 25]
[42.1, 87.8] [Oil Rock 25]
[91.0, 87.8] [Underwater Metal Deposit 25]
[14.4, 87.9] [Silica Deposit 25]
[6.0, 88.0] [Crystal Deposit 25]
[7.0, 90.4] [Crystal Deposit 25]
[9.7, 88.8] [Silica Deposit 25]
[15.9, 88.0] [Oil Rock 25]
[17.3, 88.1] [Underwater Metal Deposit 25]
[38.2, 88.1] [Oil Rock 25]
[12.7, 88.2] [Silica Deposit 25]
[40.1, 88.8] [Oil Rock 25]
[85.2, 89.1] [Oil Rock 25]
[88.5, 88.8] [Underwater Metal Deposit 25]
[86.3, 89.1] [Underwater Metal Deposit 25]
[42.2, 89.2] [Oil Rock 25]
[82.3, 89.3] [Underwater Metal Deposit 25]
[94.0, 89.3] [Oil Rock 25]
[88.0, 89.4] [Oil Rock 25]
[8.3, 89.5] [Crystal Deposit 25]
[8.7, 90.8] [Crystal Deposit 25]
[14.5, 89.7] [Oil Rock 25]
[32.9, 90.3] [Oil Rock 25]
[55.2, 89.5] [Metal Deposit 25]
[88.9, 89.7] [Underwater Metal Deposit 25]
[39.3, 90.0] [Oil Rock 25]
[55.7, 90.1] [Silica Deposit 25]
[82.9, 90.0] [Oil Rock 25]
[83.4, 90.0] [Underwater Metal Deposit 25]
[87.3, 90.0] [Underwater Metal Deposit 25]
[91.6, 90.0] [Oil Rock 25]
[82.2, 90.1] [Underwater Metal Deposit 25]
[86.1, 90.2] [Oil Rock 25]
[88.5, 90.1] [Silica Deposit 25]
[90.2, 90.2] [Metal Deposit 25]
[93.2, 90.2] [Oil Rock 25]
[93.3, 90.2] [Metal Deposit 25]
[26.2, 90.4] [Silica Deposit 25]
[36.1, 90.4] [Oil Rock 25]
[57.5, 90.4] [Metal Deposit 25]
[73.3, 90.4] [Underwater Metal Deposit 25]
[82.8, 90.5] [Underwater Metal Deposit 25]
[96.3, 90.5] [Underwater Metal Deposit 25]
[41.5, 90.6] [Oil Rock 25]
[85.3, 90.6] [Underwater Metal Deposit 25]
[88.6, 90.7] [Oil Rock 25]
[12.9, 90.8] [Oil Rock 25]
[30.1, 90.8] [Oil Rock 25]
[84.3, 90.9] [Oil Rock 25]
[86.3, 90.9] [Metal Deposit 25]
[35.4, 91.0] [Oil Rock 25]
[36.4, 91.1] [Oil Rock 25]
[68.2, 91.0] [Oil Rock 25]
[88.9, 91.0] [Underwater Metal Deposit 25]
[3.5, 91.2] [Crystal Deposit 25]
[3.5, 94.0] [Crystal Deposit 25]
[10.4, 92.4] [Silica Deposit 25]
[27.1, 91.6] [Silica Deposit 25]
[30.8, 91.2] [Oil Rock 25]
[39.0, 91.6] [Oil Rock 25]
[64.5, 91.2] [Oil Rock 25]
[82.6, 91.2] [Metal Deposit 25]
[65.6, 91.3] [Oil Rock 25]
[69.5, 91.3] [Silica Deposit 25]
[88.1, 91.3] [Metal Deposit 25]
[85.3, 91.4] [Underwater Metal Deposit 25]
[88.7, 91.5] [Silica Deposit 25]
[63.2, 91.7] [Oil Rock 25]
[73.1, 91.7] [Underwater Metal Deposit 25]
[95.3, 91.7] [Metal Deposit 25]
[77.2, 91.8] [Underwater Metal Deposit 25]
[91.1, 91.8] [Underwater Metal Deposit 25]
[21.4, 91.9] [Silica Deposit 25]
[24.9, 93.1] [Silica Deposit 25]
[36.9, 92.0] [Oil Rock 25]
[62.0, 91.9] [Oil Rock 25]
[87.1, 92.0] [Underwater Metal Deposit 25]
[27.9, 92.1] [Oil Rock 25]
[28.3, 94.7] [Oil Rock 25]
[33.2, 92.9] [Oil Rock 25]
[38.1, 92.1] [Oil Rock 25]
[43.8, 92.5] [Oil Rock 25]
[85.3, 92.5] [Underwater Metal Deposit 25]
[34.9, 92.6] [Silica Deposit 25]
[37.1, 93.2] [Oil Rock 25]
[39.6, 93.5] [Oil Rock 25]
[55.1, 92.7] [Metal Deposit 25]
[86.5, 92.6] [Silica Deposit 25]
[56.3, 92.9] [Silica Deposit 25]
[56.9, 93.1] [Metal Deposit 25]
[79.7, 93.2] [Underwater Metal Deposit 25]
[85.9, 93.0] [Underwater Metal Deposit 25]
[95.7, 93.0] [Underwater Metal Deposit 25]
[81.0, 93.1] [Underwater Metal Deposit 25]
[90.9, 93.2] [Underwater Metal Deposit 25]
[95.8, 93.1] [Oil Rock 25]
[70.5, 93.3] [Metal Deposit 25]
[43.4, 93.4] [Oil Rock 25]
[82.3, 93.4] [Underwater Metal Deposit 25]
[88.3, 93.4] [Underwater Metal Deposit 25]
[38.2, 93.6] [Oil Rock 25]
[40.2, 93.9] [Oil Rock 25]
[76.6, 93.7] [Silica Deposit 25]
[95.4, 93.7] [Silica Deposit 25]
[45.5, 93.8] [Oil Rock 25]
[58.3, 93.9] [Silica Deposit 25]
[68.7, 93.9] [Underwater Metal Deposit 25]
[75.8, 93.9] [Underwater Metal Deposit 25]
[65.9, 94.0] [Underwater Metal Deposit 25]
[95.3, 94.0] [Metal Deposit 25]
[31.3, 94.2] [Oil Rock 25]
[33.6, 95.2] [Oil Rock 25]
[33.9, 94.2] [Oil Rock 25]
[35.6, 94.7] [Oil Rock 25]
[54.4, 94.9] [Underwater Metal Deposit 25]
[59.6, 94.3] [Underwater Metal Deposit 25]
[85.7, 94.2] [Metal Deposit 25]
[92.5, 94.2] [Underwater Metal Deposit 25]
[95.5, 94.2] [Oil Rock 25]
[76.0, 94.5] [Oil Rock 25]
[94.7, 94.5] [Oil Rock 25]
[55.9, 94.6] [Underwater Metal Deposit 25]
[68.6, 94.8] [Underwater Metal Deposit 25]
[73.8, 94.6] [Underwater Metal Deposit 25]
[79.5, 94.7] [Oil Rock 25]
[97.5, 94.6] [Underwater Metal Deposit 25]
[86.8, 94.9] [Underwater Metal Deposit 25]
[42.2, 95.0] [Oil Rock 25]
[57.7, 95.0] [Underwater Metal Deposit 25]
[58.3, 95.0] [Silica Deposit 25]
[64.9, 95.1] [Underwater Metal Deposit 25]
[67.0, 95.0] [Underwater Metal Deposit 25]
[77.5, 95.0] [Underwater Metal Deposit 25]
[85.6, 95.0] [Silica Deposit 25]
[88.9, 95.0] [Underwater Metal Deposit 25]
[73.0, 95.1] [Oil Rock 25]
[75.8, 95.1] [Silica Deposit 25]
[65.8, 95.2] [Underwater Metal Deposit 25]
[83.3, 95.3] [Oil Rock 25]
[5.6, 95.4] [Crystal Deposit 25]
[7.5, 97.3] [Crystal Deposit 25]
[84.5, 95.5] [Metal Deposit 25]
[86.2, 95.5] [Underwater Metal Deposit 25]
[9.5, 95.6] [Crystal Deposit 25]
[9.5, 97.3] [Crystal Deposit 25]
[58.9, 95.6] [Silica Deposit 25]
[26.8, 95.7] [Oil Rock 25]
[28.3, 96.1] [Oil Rock 25]
[52.4, 96.0] [Underwater Metal Deposit 25]
[70.8, 95.7] [Silica Deposit 25]
[76.9, 95.9] [Metal Deposit 25]
[82.3, 95.9] [Oil Rock 25]
[83.4, 96.0] [Silica Deposit 25]
[95.3, 96.0] [Silica Deposit 25]
[95.4, 96.0] [Oil Rock 25]
[84.8, 96.1] [Underwater Metal Deposit 25]
[33.2, 96.2] [Oil Rock 25]
[34.9, 97.2] [Oil Rock 25]
[54.4, 96.9] [Underwater Metal Deposit 25]
[54.7, 96.2] [Silica Deposit 25]
[56.2, 96.8] [Silica Deposit 25]
[72.9, 96.3] [Silica Deposit 25]
[74.3, 96.2] [Silica Deposit 25]
[83.5, 96.4] [Underwater Metal Deposit 25]
[83.6, 96.4] [Oil Rock 25]
[94.2, 96.5] [Oil Rock 25]
[57.8, 96.6] [Underwater Metal Deposit 25]
[58.0, 96.6] [Silica Deposit 25]
[76.1, 96.7] [Silica Deposit 25]
[63.4, 96.8] [Oil Rock 25]
[75.1, 96.8] [Underwater Metal Deposit 25]
[36.5, 97.1] [Oil Rock 25]
[51.6, 98.4] [Underwater Metal Deposit 25]
[52.2, 97.4] [Silica Deposit 25]
[78.4, 97.4] [Underwater Metal Deposit 25]
[59.2, 97.5] [Underwater Metal Deposit 25]
[52.0, 97.6] [Underwater Metal Deposit 25]
[53.9, 98.4] [Silica Deposit 25]
[56.0, 98.3] [Silica Deposit 25]
[60.0, 97.9] [Underwater Metal Deposit 25]
[68.7, 97.6] [Metal Deposit 25]
[68.7, 97.9] [Silica Deposit 25]
[80.7, 97.6] [Underwater Metal Deposit 25]
[83.0, 97.6] [Underwater Metal Deposit 25]
[56.7, 98.0] [Underwater Metal Deposit 25]
[58.2, 98.0] [Underwater Metal Deposit 25]
[67.6, 98.1] [Silica Deposit 25]
[85.0, 98.1] [Underwater Metal Deposit 25]
[60.0, 98.2] [Silica Deposit 25]
[83.4, 98.3] [Underwater Metal Deposit 25]
[87.5, 98.2] [Underwater Metal Deposit 25]
[54.7, 98.5] [Silica Deposit 25]
[57.9, 98.5] [Silica Deposit 25]
[73.3, 98.5] [Underwater Metal Deposit 25]
[76.9, 98.7] [Underwater Metal Deposit 25]
[88.8, 98.5] [Underwater Metal Deposit 25]
[90.4, 98.5] [Silica Deposit 25]
[78.3, 98.7] [Underwater Metal Deposit 25]
[89.2, 98.7] [Silica Deposit 25]
[75.7, 98.9] [Underwater Metal Deposit 25]
[67.2, 99.0] [Metal Deposit 25]
